,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,time__original_tz,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,total_renewable_generation,total_fossil_generation,renewable_generation_ratio
2016-10-14 14:00:00,370.0,932.0,7949.0,4528.0,294.0,0.0,534.0,1058.0,6555.0,62.0,85.0,3331.0,298.0,5438.0,2709.0,5459.0,29230.0,28330.0,53.06,60.02,2016-10-14 16:00:00+02:00,291.2147,291.2147,291.2147,991.0,74.6,2.4,279.4,0.24,0.0,0.0,34.8,560.0,17371.0,14063.0,0.5526181841318317
2016-10-14 15:00:00,380.0,932.0,7818.0,4405.0,299.0,0.0,534.0,943.0,6558.0,62.0,87.0,3198.0,291.0,5392.0,2290.0,5356.0,29310.0,28148.0,53.51,60.84,2016-10-14 17:00:00+02:00,291.34900000000005,291.34900000000005,291.34900000000005,986.0,77.0,2.2,271.4,0.12,0.0,0.0,36.0,680.2,17092.0,13807.0,0.5531570600990323
2016-10-14 16:00:00,382.0,881.0,8349.0,4352.0,301.0,204.0,541.0,1219.0,6560.0,61.0,87.0,2277.0,292.0,5091.0,1523.0,5184.0,29327.0,28003.0,56.6,64.62,2016-10-14 18:00:00+02:00,289.5415,289.5415,289.5415,990.0,76.8,1.8,203.4,0.18,0.0,0.0,47.6,620.4,16361.0,14236.0,0.5347256266954277
2016-10-14 17:00:00,380.0,895.0,9022.0,4505.0,296.0,0.0,555.0,2176.0,6574.0,61.0,89.0,832.0,291.0,4630.0,780.0,4644.0,30086.0,29069.0,59.5,69.45,2016-10-14 19:00:00+02:00,288.61400000000003,288.61400000000003,288.61400000000003,988.0,79.6,1.8,183.6,0.18,0.0,0.0,33.6,620.4,15236.0,15070.0,0.5027387316043028
2016-10-14 18:00:00,382.0,935.0,9388.0,4687.0,302.0,0.0,582.0,4035.0,6582.0,62.0,86.0,286.0,292.0,4640.0,404.0,4397.0,31964.0,31396.0,63.38,72.74,2016-10-14 20:00:00+02:00,288.61400000000003,288.61400000000003,288.61400000000003,988.0,79.6,1.8,183.6,0.18,0.0,0.0,33.6,620.4,16593.0,15666.0,0.5143680833255836
2016-10-14 19:00:00,380.0,912.0,8739.0,4566.0,310.0,0.0,565.0,2640.0,6610.0,61.0,86.0,221.0,294.0,5098.0,218.0,4874.0,30896.0,30551.0,59.98,68.84,2016-10-14 21:00:00+02:00,286.725,286.725,286.725,989.6,86.6,1.8,183.4,0.18,0.0,0.0,26.4,620.0,15600.0,14882.0,0.5117774424250378
2016-10-14 20:00:00,381.0,869.0,7764.0,4450.0,308.0,0.0,566.0,1297.0,6621.0,54.0,85.0,189.0,289.0,5158.0,128.0,5179.0,27984.0,27730.0,56.6,64.65,2016-10-14 22:00:00+02:00,285.569,285.569,285.569,990.0,86.4,2.2,194.2,0.06,0.0,0.0,20.0,740.2,14297.0,13734.0,0.510042452998466
2016-10-14 21:00:00,379.0,834.0,6562.0,4212.0,301.0,0.0,570.0,820.0,6648.0,54.0,86.0,139.0,293.0,4997.0,92.0,5066.0,25866.0,25566.0,53.0,60.91,2016-10-14 23:00:00+02:00,285.569,285.569,285.569,990.0,86.4,2.2,194.2,0.06,0.0,0.0,20.0,740.2,13639.0,12256.0,0.5267039969106005
2016-10-14 22:00:00,361.0,871.0,4470.0,3931.0,268.0,160.0,477.0,564.0,6653.0,54.0,87.0,112.0,291.0,4979.0,76.0,5017.0,24157.0,24264.0,50.0,56.86,2016-10-15 00:00:00+02:00,284.628,284.628,284.628,990.6,87.4,1.6,196.6,0.06,0.0,0.0,12.0,740.2,13393.0,9885.0,0.5753501159893462
2016-10-14 23:00:00,357.0,789.0,4117.0,3672.0,266.0,205.0,463.0,604.0,6653.0,54.0,87.0,82.0,291.0,4742.0,63.0,4788.0,22820.0,22872.0,45.8,52.98,2016-10-15 01:00:00+02:00,284.654,284.654,284.654,991.0,88.4,2.0,202.0,0.06,0.0,0.0,9.6,740.0,13193.0,9189.0,0.5894468769546958
2016-10-15 00:00:00,358.0,685.0,3928.0,3234.0,261.0,950.0,404.0,600.0,6685.0,54.0,83.0,40.0,294.0,4710.0,52.0,4657.0,21898.0,21737.0,43.04,50.34,2016-10-15 02:00:00+02:00,284.654,284.654,284.654,991.0,88.4,2.0,202.0,0.06,0.0,0.0,9.6,740.0,13830.0,8456.0,0.6205689670645248
2016-10-15 01:00:00,357.0,574.0,3716.0,2918.0,255.0,1559.0,396.0,449.0,6712.0,54.0,86.0,42.0,292.0,4886.0,55.0,4833.0,21363.0,21271.0,42.41,49.65,2016-10-15 03:00:00+02:00,283.89340000000004,283.89340000000004,283.89340000000004,991.2,87.8,2.0,208.2,0.0,0.0,0.0,1.6,800.0,14487.0,7809.0,0.6497578040904198
2016-10-15 02:00:00,359.0,561.0,3637.0,2944.0,260.0,1596.0,394.0,443.0,6683.0,55.0,84.0,42.0,292.0,4941.0,18.0,4912.0,21026.0,21074.0,41.03,48.32,2016-10-15 04:00:00+02:00,283.663,283.663,283.663,991.4,90.0,1.8,208.0,0.0,0.0,0.0,1.6,800.0,14542.0,7749.0,0.6523709120272756
2016-10-15 03:00:00,357.0,561.0,3674.0,2731.0,255.0,1559.0,395.0,416.0,6679.0,54.0,85.0,42.0,295.0,5019.0,18.0,4969.0,20957.0,20980.0,40.0,47.38,2016-10-15 05:00:00+02:00,283.663,283.663,283.663,991.4,90.0,1.8,208.0,0.0,0.0,0.0,1.6,800.0,14552.0,7570.0,0.6578067082542266
2016-10-15 04:00:00,356.0,637.0,4031.0,3126.0,249.0,770.0,403.0,559.0,6675.0,53.0,86.0,42.0,295.0,5245.0,12.0,5252.0,21468.0,21388.0,43.02,50.34,2016-10-15 06:00:00+02:00,282.5888,282.5888,282.5888,992.0,90.0,1.8,192.4,0.0,0.0,0.0,0.0,800.0,14136.0,8391.0,0.6275136502863231
2016-10-15 05:00:00,359.0,801.0,4550.0,3675.0,247.0,755.0,419.0,930.0,6676.0,53.0,88.0,52.0,296.0,5295.0,12.0,5336.0,22811.0,22684.0,45.8,53.21,2016-10-15 07:00:00+02:00,282.541,282.541,282.541,992.4,90.6,1.8,193.0,0.0,0.0,0.0,0.0,800.0,14574.0,9622.0,0.6023309637956688
2016-10-15 06:00:00,359.0,868.0,4520.0,3657.0,243.0,437.0,430.0,949.0,6677.0,53.0,88.0,116.0,295.0,5365.0,162.0,5223.0,23841.0,23714.0,46.69,53.86,2016-10-15 08:00:00+02:00,282.541,282.541,282.541,992.4,90.6,1.8,193.0,0.0,0.0,0.0,0.0,800.0,14421.0,9636.0,0.5994513031550068
2016-10-15 07:00:00,360.0,856.0,4673.0,3494.0,208.0,336.0,450.0,999.0,6679.0,53.0,89.0,980.0,299.0,5091.0,1051.0,5206.0,25483.0,25246.0,47.6,54.81,2016-10-15 09:00:00+02:00,286.4292,286.4292,286.4292,993.4,87.0,2.4,198.8,0.0,0.0,0.0,0.0,800.0,14984.0,9583.0,0.6099238816298286
2016-10-15 08:00:00,360.0,930.0,4791.0,3742.0,207.0,225.0,488.0,1512.0,6678.0,54.0,89.0,2058.0,306.0,4590.0,2337.0,4750.0,26822.0,26644.0,48.39,55.02,2016-10-15 10:00:00+02:00,288.313,288.313,288.313,993.8,81.4,2.6,200.6,0.0,0.0,0.0,0.0,800.0,16000.0,10030.0,0.6146753745678064
2016-10-15 09:00:00,358.0,864.0,4393.0,3607.0,211.0,338.0,501.0,1664.0,6677.0,54.0,82.0,3785.0,301.0,4474.0,3881.0,4500.0,27178.0,27091.0,44.72,52.22,2016-10-15 11:00:00+02:00,288.313,288.313,288.313,993.8,81.4,2.6,200.6,0.0,0.0,0.0,0.0,800.0,17879.0,9430.0,0.6546925921857263
2016-10-15 10:00:00,356.0,873.0,4264.0,3530.0,212.0,793.0,505.0,1680.0,6676.0,54.0,78.0,4639.0,301.0,4542.0,4513.0,4540.0,27179.0,27185.0,43.32,51.18,2016-10-15 12:00:00+02:00,290.70500000000004,290.70500000000004,290.70500000000004,993.6,78.6,2.8,206.8,0.0,0.0,0.0,0.0,800.0,19269.0,9234.0,0.6760341016735081
2016-10-15 11:00:00,357.0,809.0,4114.0,3385.0,212.0,1154.0,499.0,1183.0,6679.0,54.0,78.0,4773.0,304.0,4411.0,4847.0,4618.0,27263.0,27169.0,42.67,50.56,2016-10-15 13:00:00+02:00,292.393,292.393,292.393,993.8,74.6,2.8,197.8,0.0,0.0,0.0,0.0,800.0,19134.0,8878.0,0.6830644009710124
2016-10-15 12:00:00,358.0,681.0,4102.0,3078.0,225.0,1064.0,487.0,1030.0,6679.0,54.0,78.0,4755.0,298.0,4251.0,4828.0,4347.0,26269.0,26592.0,41.03,50.05,2016-10-15 14:00:00+02:00,292.393,292.393,292.393,993.8,74.6,2.8,197.8,0.0,0.0,0.0,0.0,800.0,18702.0,8438.0,0.6890935887988209
2016-10-15 13:00:00,358.0,627.0,3846.0,2766.0,237.0,1646.0,470.0,723.0,6675.0,55.0,78.0,4665.0,291.0,4626.0,4679.0,4473.0,25152.0,25413.0,38.1,46.72,2016-10-15 15:00:00+02:00,293.10060000000004,293.10060000000004,293.10060000000004,993.6,70.0,2.8,199.6,0.0,0.0,0.0,0.0,800.0,19241.0,7822.0,0.7109706980009607
2016-10-15 14:00:00,356.0,574.0,3707.0,2489.0,241.0,2038.0,417.0,722.0,6674.0,54.0,80.0,4332.0,285.0,5194.0,4321.0,5011.0,24336.0,24523.0,38.14,47.45,2016-10-15 16:00:00+02:00,293.74330000000003,293.74330000000003,293.74330000000003,993.6,65.4,2.4,210.2,0.0,0.0,0.0,8.8,800.4,19813.0,7350.0,0.7294113315907669
2016-10-15 15:00:00,351.0,562.0,4094.0,2679.0,241.0,1516.0,409.0,811.0,6673.0,54.0,80.0,3721.0,278.0,5825.0,3561.0,5679.0,24155.0,24287.0,42.86,52.25,2016-10-15 17:00:00+02:00,294.13200000000006,294.13200000000006,294.13200000000006,994.0,63.0,2.2,189.2,0.0,0.0,0.0,0.0,800.0,19386.0,7908.0,0.7102659925258299
2016-10-15 16:00:00,354.0,608.0,4857.0,2996.0,241.0,782.0,445.0,1055.0,6676.0,55.0,88.0,2455.0,276.0,5873.0,2434.0,5919.0,24451.0,24496.0,49.92,58.71,2016-10-15 18:00:00+02:00,291.8954,291.8954,291.8954,994.0,66.2,1.8,179.2,0.0,0.0,0.0,4.8,800.2,17728.0,9033.0,0.6624565599192855
2016-10-15 17:00:00,355.0,697.0,4989.0,3457.0,241.0,77.0,463.0,2667.0,6680.0,54.0,90.0,942.0,284.0,5875.0,1077.0,5834.0,25824.0,25920.0,57.05,64.58,2016-10-15 19:00:00+02:00,290.406,290.406,290.406,994.4,68.4,2.0,171.2,0.0,0.0,0.0,11.2,800.6,17149.0,9722.0,0.6381973130884597
2016-10-15 18:00:00,358.0,843.0,4980.0,3936.0,241.0,1.0,467.0,2791.0,6680.0,55.0,89.0,570.0,286.0,6046.0,526.0,6088.0,28334.0,28112.0,54.61,62.05,2016-10-15 20:00:00+02:00,290.406,290.406,290.406,994.4,68.4,2.0,171.2,0.0,0.0,0.0,11.2,800.6,17002.0,10341.0,0.6218044837801265
2016-10-15 19:00:00,354.0,769.0,4723.0,3529.0,240.0,106.0,464.0,2126.0,6684.0,55.0,90.0,522.0,290.0,6107.0,370.0,6028.0,28066.0,27938.0,54.07,61.9,2016-10-15 21:00:00+02:00,288.12399999999997,288.12399999999997,288.12399999999997,995.0,75.0,2.0,187.6,0.0,0.0,0.0,14.4,800.8,16453.0,9606.0,0.6313749568287348
2016-10-15 20:00:00,352.0,689.0,4828.0,3145.0,220.0,248.0,452.0,946.0,6685.0,55.0,90.0,484.0,304.0,6085.0,325.0,6182.0,26112.0,25925.0,49.07,57.44,2016-10-15 22:00:00+02:00,287.01599999999996,287.01599999999996,287.01599999999996,995.2,81.0,1.6,185.0,0.0,0.0,0.0,19.2,801.0,15342.0,9241.0,0.624089818167026
2016-10-15 21:00:00,351.0,658.0,4883.0,2953.0,220.0,331.0,440.0,827.0,6687.0,54.0,86.0,435.0,302.0,5923.0,243.0,5957.0,24331.0,24312.0,46.1,54.64,2016-10-15 23:00:00+02:00,287.01599999999996,287.01599999999996,287.01599999999996,995.2,81.0,1.6,185.0,0.0,0.0,0.0,19.2,801.0,15080.0,9070.0,0.6244306418219462
2016-10-15 22:00:00,347.0,580.0,3985.0,3175.0,220.0,970.0,426.0,681.0,6687.0,55.0,76.0,214.0,298.0,5965.0,191.0,5865.0,22723.0,22761.0,42.41,50.38,2016-10-16 00:00:00+02:00,285.7163,285.7163,285.7163,994.8,81.0,1.6,189.4,0.0,0.0,0.0,16.8,800.8,15366.0,8313.0,0.6489294311415178
2016-10-15 23:00:00,341.0,560.0,3663.0,2751.0,220.0,1216.0,412.0,589.0,6687.0,55.0,77.0,83.0,295.0,5836.0,124.0,5911.0,21434.0,21294.0,40.11,48.33,2016-10-16 01:00:00+02:00,285.35,285.35,285.35,995.4,79.0,1.6,192.6,0.0,0.0,0.0,12.0,800.6,15241.0,7544.0,0.6689049813473776
2016-10-16 00:00:00,341.0,560.0,3691.0,2590.0,220.0,1825.0,382.0,516.0,6688.0,55.0,77.0,51.0,291.0,5495.0,149.0,5565.0,20440.0,20346.0,39.3,47.34,2016-10-16 02:00:00+02:00,285.35,285.35,285.35,996.0,82.6,1.6,192.6,0.0,0.0,0.0,12.0,800.6,15375.0,7407.0,0.6748749012378193
2016-10-16 01:00:00,340.0,573.0,3800.0,2576.0,220.0,2120.0,388.0,506.0,6689.0,55.0,78.0,49.0,291.0,5310.0,29.0,5323.0,19874.0,19903.0,38.06,46.64,2016-10-16 03:00:00+02:00,285.23609999999996,285.23609999999996,285.23609999999996,996.0,82.6,1.6,192.4,0.0,0.0,0.0,10.4,800.6,15480.0,7515.0,0.6731898238747553
2016-10-16 02:00:00,333.0,570.0,3682.0,2499.0,216.0,1964.0,384.0,421.0,6690.0,55.0,78.0,49.0,296.0,5049.0,15.0,5115.0,19634.0,19598.0,38.06,46.1,2016-10-16 04:00:00+02:00,284.176,284.176,284.176,995.8,83.0,1.6,203.6,0.0,0.0,0.0,7.2,800.2,14968.0,7318.0,0.6716324149690388
2016-10-16 03:00:00,327.0,560.0,3704.0,2342.0,220.0,1581.0,385.0,485.0,6703.0,56.0,77.0,49.0,300.0,4704.0,8.0,4847.0,19659.0,19508.0,38.06,46.28,2016-10-16 05:00:00+02:00,284.176,284.176,284.176,995.8,83.0,1.6,203.6,0.0,0.0,0.0,7.2,800.2,14311.0,7182.0,0.665844693621179
2016-10-16 04:00:00,334.0,560.0,3789.0,2460.0,220.0,1304.0,381.0,515.0,6710.0,57.0,76.0,49.0,300.0,4413.0,8.0,4520.0,20002.0,19811.0,39.3,47.06,2016-10-16 06:00:00+02:00,283.9828,283.9828,283.9828,996.2,83.6,1.6,205.0,0.0,0.0,0.0,9.6,800.4,13782.0,7386.0,0.6510770975056689
2016-10-16 05:00:00,334.0,560.0,3880.0,2642.0,220.0,1154.0,386.0,546.0,6738.0,56.0,76.0,60.0,300.0,4287.0,9.0,4297.0,20634.0,20497.0,40.11,47.88,2016-10-16 07:00:00+02:00,283.36499999999995,283.36499999999995,283.36499999999995,996.8,82.6,1.2,194.8,0.0,0.0,0.0,16.0,800.8,13581.0,7658.0,0.6394368849757521
2016-10-16 06:00:00,336.0,560.0,3785.0,2860.0,220.0,1133.0,385.0,451.0,6768.0,56.0,75.0,96.0,296.0,4325.0,115.0,4214.0,20945.0,20690.0,40.55,48.8,2016-10-16 08:00:00+02:00,283.36499999999995,283.36499999999995,283.36499999999995,996.8,82.6,1.2,194.8,0.0,0.0,0.0,16.0,800.8,13569.0,7777.0,0.6356694462662794
2016-10-16 07:00:00,335.0,564.0,3871.0,2611.0,220.0,959.0,391.0,781.0,6796.0,56.0,75.0,592.0,292.0,4323.0,671.0,4290.0,22202.0,21967.0,42.63,51.74,2016-10-16 09:00:00+02:00,283.36499999999995,283.36499999999995,283.36499999999995,996.8,82.6,1.2,194.8,0.0,0.0,0.0,16.0,800.8,14252.0,7614.0,0.651788164273301
2016-10-16 08:00:00,335.0,700.0,4030.0,3212.0,221.0,527.0,398.0,1052.0,6824.0,57.0,75.0,1319.0,293.0,3851.0,1537.0,3991.0,23549.0,23531.0,44.64,52.48,2016-10-16 10:00:00+02:00,288.15070000000003,288.15070000000003,288.15070000000003,1003.4,72.6,1.4,199.4,0.0,0.0,0.0,12.8,800.6,14381.0,8513.0,0.628155848693981
2016-10-16 09:00:00,337.0,842.0,3869.0,3490.0,220.0,529.0,396.0,740.0,6854.0,56.0,74.0,2167.0,288.0,3601.0,2448.0,3588.0,24223.0,24098.0,43.27,50.84,2016-10-16 11:00:00+02:00,289.68896875,289.68896875,289.68896875,998.0,71.6,1.4,202.0,0.0,0.0,0.0,8.4,800.4,14698.0,8765.0,0.6264331074457656
2016-10-16 10:00:00,339.0,864.0,3845.0,3364.0,220.0,691.0,411.0,791.0,6883.0,56.0,75.0,2750.0,282.0,3755.0,2934.0,3653.0,24461.0,24280.0,43.04,50.72,2016-10-16 12:00:00+02:00,293.7236,293.7236,293.7236,1000.6,67.0,1.2,203.8,0.0,0.0,0.0,12.4,800.4,15695.0,8631.0,0.6451944421606511
2016-10-16 11:00:00,339.0,729.0,3878.0,3360.0,220.0,643.0,403.0,659.0,6912.0,56.0,74.0,2924.0,282.0,4121.0,3355.0,3999.0,24889.0,24541.0,43.04,50.96,2016-10-16 13:00:00+02:00,294.669,294.669,294.669,997.8,65.8,1.6,158.2,0.0,0.0,0.0,10.4,800.4,16075.0,8525.0,0.6534552845528455
2016-10-16 12:00:00,338.0,578.0,3924.0,3331.0,220.0,1031.0,400.0,681.0,6941.0,56.0,76.0,2891.0,281.0,4070.0,3349.0,4179.0,24869.0,24148.0,43.02,51.23,2016-10-16 14:00:00+02:00,294.669,294.669,294.669,997.8,65.8,1.6,158.2,0.0,0.0,0.0,10.4,800.4,16428.0,8390.0,0.6619389153034089
2016-10-16 13:00:00,342.0,555.0,3677.0,3144.0,220.0,966.0,395.0,688.0,6968.0,55.0,78.0,3069.0,284.0,3676.0,3126.0,3917.0,23623.0,23301.0,42.18,50.47,2016-10-16 15:00:00+02:00,295.3518,295.3518,295.3518,997.2,63.2,1.8,180.0,0.0,0.0,0.0,11.2,800.6,16182.0,7935.0,0.6709789774847618
2016-10-16 14:00:00,340.0,555.0,3803.0,3009.0,220.0,1003.0,391.0,932.0,6995.0,55.0,77.0,2785.0,282.0,3225.0,2902.0,3432.0,23039.0,22826.0,41.69,50.64,2016-10-16 16:00:00+02:00,295.1089,295.1089,295.1089,997.2,61.0,2.4,184.8,0.0,0.0,0.0,30.4,801.4,15748.0,7924.0,0.6652585332882731
2016-10-16 15:00:00,339.0,555.0,4014.0,3524.0,220.0,711.0,406.0,846.0,7019.0,55.0,78.0,2247.0,279.0,2736.0,2440.0,2897.0,22560.0,22692.0,42.63,50.64,2016-10-16 17:00:00+02:00,295.04499999999996,295.04499999999996,295.04499999999996,997.0,60.6,2.4,185.4,0.0,0.0,0.0,30.4,801.4,14382.0,8647.0,0.6245169134569456
2016-10-16 16:00:00,340.0,716.0,4700.0,4000.0,220.0,336.0,449.0,1691.0,7024.0,56.0,83.0,1332.0,269.0,2288.0,1374.0,2462.0,23107.0,23075.0,51.57,59.38,2016-10-16 18:00:00+02:00,292.8879,292.8879,292.8879,997.6,64.8,1.8,182.2,0.0,0.0,0.0,30.4,801.2,13543.0,9961.0,0.5761997957794418
2016-10-16 17:00:00,339.0,913.0,5097.0,4109.0,220.0,71.0,503.0,4577.0,7025.0,56.0,85.0,429.0,272.0,2072.0,617.0,2113.0,24764.0,25083.0,60.2,66.65,2016-10-16 19:00:00+02:00,291.762,291.762,291.762,998.0,70.0,1.6,177.6,0.0,0.0,0.0,34.4,801.4,15101.0,10667.0,0.5860369450481216
2016-10-16 18:00:00,338.0,930.0,5163.0,4219.0,220.0,0.0,548.0,5369.0,7029.0,56.0,86.0,156.0,276.0,2070.0,243.0,2023.0,27448.0,27751.0,63.01,69.75,2016-10-16 20:00:00+02:00,291.762,291.762,291.762,998.0,70.0,1.6,177.6,0.0,0.0,0.0,34.4,801.4,15596.0,10864.0,0.5894179894179894
2016-10-16 19:00:00,335.0,942.0,5141.0,4281.0,220.0,0.0,541.0,4417.0,7031.0,56.0,86.0,68.0,278.0,2039.0,85.0,2029.0,27577.0,27962.0,62.49,69.06,2016-10-16 21:00:00+02:00,289.382,289.382,289.382,998.6,80.4,1.6,191.8,0.0,0.0,0.0,26.4,801.4,14517.0,10918.0,0.5707489679575388
2016-10-16 20:00:00,331.0,929.0,5053.0,4309.0,222.0,0.0,510.0,3499.0,7031.0,56.0,83.0,67.0,289.0,1951.0,112.0,1923.0,26112.0,26457.0,59.94,66.45,2016-10-16 22:00:00+02:00,288.28200000000004,288.28200000000004,288.28200000000004,999.2,82.6,1.4,180.6,0.0,0.0,0.0,24.8,801.2,13472.0,10858.0,0.5537196876284423
2016-10-16 21:00:00,328.0,905.0,5200.0,4299.0,226.0,0.0,476.0,2037.0,7032.0,57.0,82.0,67.0,285.0,1861.0,70.0,1904.0,24222.0,24732.0,55.38,62.39,2016-10-16 23:00:00+02:00,288.28200000000004,288.28200000000004,288.28200000000004,999.2,82.6,1.4,180.6,0.0,0.0,0.0,24.8,801.2,11883.0,10972.0,0.5199299934368847
2016-10-16 22:00:00,329.0,866.0,4462.0,4245.0,231.0,72.0,425.0,1622.0,7032.0,56.0,81.0,67.0,286.0,1696.0,39.0,1758.0,22674.0,23060.0,53.58,59.56,2016-10-17 00:00:00+02:00,287.2914,287.2914,287.2914,999.6,82.8,1.0,142.4,0.0,0.0,0.0,40.0,801.8,11324.0,10146.0,0.5274336283185841
2016-10-16 23:00:00,331.0,862.0,4316.0,4209.0,233.0,191.0,408.0,680.0,7032.0,55.0,82.0,67.0,283.0,1618.0,34.0,1630.0,21402.0,21722.0,50.1,56.91,2016-10-17 01:00:00+02:00,287.31100000000004,287.31100000000004,287.31100000000004,999.8,83.0,1.0,203.2,0.0,0.0,0.0,56.8,802.6,10409.0,9958.0,0.5110718318849119
2016-10-17 00:00:00,333.0,886.0,4279.0,4212.0,235.0,395.0,382.0,471.0,7034.0,55.0,82.0,66.0,286.0,1607.0,9.0,1576.0,20667.0,20972.0,48.1,54.61,2016-10-17 02:00:00+02:00,287.31100000000004,287.31100000000004,287.31100000000004,999.8,83.0,1.0,203.2,0.0,0.0,0.0,56.8,802.6,10370.0,9953.0,0.5102593121094327
2016-10-17 01:00:00,333.0,880.0,4230.0,4284.0,236.0,397.0,376.0,443.0,7033.0,56.0,82.0,66.0,284.0,1528.0,9.0,1522.0,20446.0,20793.0,47.5,53.94,2016-10-17 03:00:00+02:00,287.114,287.114,287.114,999.8,82.8,1.0,161.0,0.0,0.0,0.0,59.2,802.6,10258.0,9970.0,0.5071188451651176
2016-10-17 02:00:00,333.0,834.0,4234.0,4333.0,232.0,569.0,384.0,431.0,7033.0,56.0,81.0,66.0,286.0,1513.0,11.0,1481.0,20489.0,20830.0,48.1,54.46,2016-10-17 04:00:00+02:00,287.26099999999997,287.26099999999997,287.26099999999997,999.8,84.2,0.8,163.6,0.0,0.0,0.0,57.6,802.6,10410.0,9975.0,0.5106696100073583
2016-10-17 03:00:00,333.0,710.0,4498.0,4396.0,235.0,513.0,384.0,529.0,7035.0,55.0,79.0,67.0,288.0,1355.0,11.0,1402.0,21086.0,21504.0,50.05,55.68,2016-10-17 05:00:00+02:00,287.26099999999997,287.26099999999997,287.26099999999997,999.8,84.2,0.8,163.6,0.0,0.0,0.0,57.6,802.6,10295.0,10182.0,0.5027591932411974
2016-10-17 04:00:00,331.0,620.0,5736.0,4458.0,232.0,158.0,382.0,1964.0,7036.0,56.0,81.0,67.0,288.0,1147.0,10.0,1214.0,23692.0,24105.0,52.75,58.69,2016-10-17 06:00:00+02:00,287.15119999999996,287.15119999999996,287.15119999999996,1000.2,84.2,0.8,210.2,0.0,0.0,0.0,52.0,802.4,11166.0,11390.0,0.49503458059939703
2016-10-17 05:00:00,335.0,618.0,8445.0,4680.0,243.0,0.0,425.0,4974.0,7032.0,56.0,81.0,76.0,289.0,833.0,11.0,927.0,27496.0,28098.0,65.0,68.92,2016-10-17 07:00:00+02:00,286.703,286.703,286.703,1000.6,88.6,0.6,216.6,0.0,0.0,0.0,45.6,802.2,13756.0,14331.0,0.48976394773382703
2016-10-17 06:00:00,338.0,615.0,10043.0,4836.0,282.0,0.0,451.0,5394.0,7032.0,60.0,77.0,92.0,292.0,735.0,86.0,707.0,29520.0,30247.0,66.19,73.99,2016-10-17 08:00:00+02:00,286.703,286.703,286.703,1000.6,88.6,0.6,216.6,0.0,0.0,0.0,45.6,802.2,14119.0,16128.0,0.4667900948854432
2016-10-17 07:00:00,340.0,652.0,10945.0,4839.0,289.0,0.0,478.0,4988.0,7031.0,60.0,79.0,381.0,290.0,673.0,473.0,698.0,30309.0,30897.0,66.47,73.54,2016-10-17 09:00:00+02:00,289.831,289.831,289.831,1001.4,81.8,1.0,212.4,0.0,0.0,0.0,59.2,802.8,13970.0,17075.0,0.44999194717345786
2016-10-17 08:00:00,341.0,633.0,11279.0,4669.0,288.0,0.0,503.0,5416.0,7030.0,60.0,80.0,901.0,288.0,531.0,1138.0,573.0,31016.0,31397.0,67.13,74.81,2016-10-17 10:00:00+02:00,291.383,291.383,291.383,1002.0,76.4,1.0,213.0,0.0,0.0,0.0,36.8,801.8,14802.0,17217.0,0.46228801649020895
2016-10-17 09:00:00,340.0,638.0,11390.0,4545.0,289.0,0.0,515.0,5404.0,7030.0,65.0,82.0,1547.0,287.0,472.0,1841.0,492.0,31290.0,31655.0,65.87,74.36,2016-10-17 11:00:00+02:00,291.383,291.383,291.383,1002.0,76.4,1.0,213.0,0.0,0.0,0.0,36.8,801.8,15390.0,17214.0,0.47202797202797203
2016-10-17 10:00:00,339.0,642.0,11692.0,4596.0,291.0,0.0,525.0,4777.0,7029.0,66.0,80.0,2062.0,295.0,400.0,2385.0,472.0,31517.0,31918.0,65.69,74.16,2016-10-17 12:00:00+02:00,293.46760000000006,293.46760000000006,293.46760000000006,1001.8,70.8,0.8,199.6,0.0,0.0,0.0,44.0,802.2,15212.0,17582.0,0.4638653412209551
2016-10-17 11:00:00,341.0,634.0,11395.0,4604.0,292.0,0.0,544.0,4773.0,7029.0,66.0,80.0,2322.0,285.0,420.0,2631.0,419.0,31386.0,31704.0,63.77,71.61,2016-10-17 13:00:00+02:00,295.014,295.014,295.014,1001.6,66.2,0.8,126.2,0.0,0.0,0.0,44.0,802.2,15509.0,17276.0,0.47305170047277717
2016-10-17 12:00:00,322.0,612.0,11007.0,4814.0,293.0,0.0,517.0,3962.0,7029.0,63.0,80.0,2441.0,283.0,487.0,2684.0,477.0,30304.0,30658.0,62.49,70.42,2016-10-17 14:00:00+02:00,295.014,295.014,295.014,1001.6,66.2,0.8,126.2,0.0,0.0,0.0,44.0,802.2,14838.0,17072.0,0.46499529927922284
2016-10-17 13:00:00,333.0,642.0,10957.0,5063.0,292.0,0.0,472.0,3912.0,7029.0,63.0,82.0,2242.0,275.0,470.0,2418.0,505.0,29773.0,30090.0,60.1,67.13,2016-10-17 15:00:00+02:00,295.3146,295.3146,295.3146,1001.4,64.8,1.0,117.0,0.0,0.0,0.0,44.0,802.0,14540.0,17292.0,0.4567730585574265
